species,name,age
Spinosaurus,Spike,82
Triceratops,Longneck,11
Brachiosaurus,Cera,57
Tyrannosaurus,Blue,62
Brachiosaurus,One-eye,91
Tyrannosaurus,Cera,72
Stegosaurus,Spiny,85
Pterodactyl,Rex,90
Velociraptor,Rex,95
Velociraptor,One-eye,97
Diplodocus,Tiny,42
Tyrannosaurus,One-eye,39
Ankylosaurus,Spike,49
Spinosaurus,Spiny,85
Velociraptor,Cera,66
Brachiosaurus,Spike,48
Pterodactyl,Tiny,1
Diplodocus,Pterry,40
Spinosaurus,Tank,38
Brachiosaurus,One-eye,47
Pterodactyl,Longneck,89
Allosaurus,Tank,31
Stegosaurus,Tiny,30
Diplodocus,One-eye,81
Spinosaurus,Cera,92
Triceratops,Spike,59
Spinosaurus,One-eye,33
Ankylosaurus,Tank,74
Diplodocus,Spike,85
Tyrannosaurus,Tiny,14
Velociraptor,Tiny,11
Spinosaurus,Rex,42
Stegosaurus,Spike,55
Tyrannosaurus,Spike,33
Tyrannosaurus,Blue,64
Brachiosaurus,Cera,22
Brachiosaurus,Pterry,65
Velociraptor,Cera,5
Brachiosaurus,Longneck,74
Pterodactyl,Longneck,72
Tyrannosaurus,One-eye,85
Triceratops,Rex,28
Ankylosaurus,Pterry,51
Pterodactyl,Cera,43
Brachiosaurus,Pterry,19
Triceratops,Rex,5
Tyrannosaurus,Rex,49
Triceratops,Spike,23
Tyrannosaurus,Rex,73
Spinosaurus,Spiny,43
Brachiosaurus,Tank,51
Allosaurus,Tank,88
Spinosaurus,Cera,33
Triceratops,Rex,61
Spinosaurus,Blue,68
Velociraptor,Blue,55
Tyrannosaurus,One-eye,47
Brachiosaurus,Tank,43
Diplodocus,Tank,50
Diplodocus,Pterry,0
Diplodocus,Tiny,97
Triceratops,Longneck,38
Allosaurus,Blue,39
Diplodocus,Tiny,90
Triceratops,Cera,6
Pterodactyl,Longneck,82
Tyrannosaurus,Tank,31
Triceratops,Pterry,74
Allosaurus,Tiny,12
Brachiosaurus,Cera,43
Velociraptor,Pterry,54
Stegosaurus,Tiny,22
Brachiosaurus,Spike,65
Pterodactyl,Longneck,62
Velociraptor,Spike,80
Tyrannosaurus,Longneck,12
Brachiosaurus,One-eye,31
Spinosaurus,Blue,73
Velociraptor,Rex,75
Spinosaurus,Longneck,26
Brachiosaurus,Tiny,62
Ankylosaurus,One-eye,46
Stegosaurus,One-eye,90
Pterodactyl,Pterry,21
Stegosaurus,Tiny,4
Spinosaurus,Longneck,71
Velociraptor,Blue,50
Ankylosaurus,Tank,39
Brachiosaurus,Blue,23
Brachiosaurus,One-eye,52
Triceratops,Blue,65
Spinosaurus,One-eye,43
Spinosaurus,Spiny,18
Spinosaurus,Pterry,23
Spinosaurus,Pterry,51
Velociraptor,Rex,48
Tyrannosaurus,Longneck,9
Pterodactyl,Tiny,44
Velociraptor,Spiny,26
Ankylosaurus,Pterry,38
Brachiosaurus,Tiny,87
Ankylosaurus,Tiny,67
Ankylosaurus,Tank,32
Velociraptor,Tiny,99
Tyrannosaurus,Spike,5
Ankylosaurus,Cera,6
Ankylosaurus,One-eye,7
Velociraptor,Rex,26
Pterodactyl,Rex,71
Brachiosaurus,Spike,21
Ankylosaurus,Pterry,85
Ankylosaurus,Cera,18
Triceratops,Spike,27
Triceratops,Rex,19
Diplodocus,Spiny,60
Tyrannosaurus,Spiny,97
Brachiosaurus,Pterry,7
Spinosaurus,One-eye,27
Brachiosaurus,One-eye,57
Velociraptor,Longneck,81
Triceratops,Cera,51
Stegosaurus,Rex,54
Ankylosaurus,Tiny,37
Ankylosaurus,Pterry,56
Pterodactyl,Spike,29
Tyrannosaurus,Tiny,90
Tyrannosaurus,Cera,55
Pterodactyl,Pterry,56
Diplodocus,Pterry,24
Triceratops,Rex,29
Pterodactyl,Tiny,32
Pterodactyl,Spiny,21
Velociraptor,Tiny,14
Tyrannosaurus,Blue,57
Stegosaurus,Tank,52
Pterodactyl,One-eye,94
Spinosaurus,Spiny,43
Spinosaurus,Longneck,28
Triceratops,Longneck,45
Brachiosaurus,Cera,31
Ankylosaurus,Blue,2
Brachiosaurus,Tank,33
Triceratops,Tank,72
Diplodocus,Rex,22
Spinosaurus,Cera,5
Allosaurus,One-eye,13
Allosaurus,Spike,9
Diplodocus,Rex,80
Stegosaurus,Spike,28
Pterodactyl,Tiny,74
Spinosaurus,Cera,19
Allosaurus,Tiny,83
Ankylosaurus,Spiny,30
Ankylosaurus,Tank,77
Velociraptor,Tank,8
Brachiosaurus,Spike,89
Allosaurus,Tank,57
Allosaurus,Cera,41
Triceratops,Tank,9
Allosaurus,Spike,75
Ankylosaurus,Blue,46
Stegosaurus,Rex,94
Diplodocus,Cera,24
Pterodactyl,One-eye,80
Pterodactyl,Rex,37
Stegosaurus,Tank,21
Velociraptor,Tiny,39
Ankylosaurus,Spike,84
Stegosaurus,Cera,60
Allosaurus,Blue,88
Stegosaurus,Blue,41
Triceratops,One-eye,70
Brachiosaurus,Longneck,1
Spinosaurus,Pterry,85
Allosaurus,Pterry,24
Ankylosaurus,Longneck,35
Velociraptor,Blue,53
Pterodactyl,Pterry,80
Velociraptor,Tank,18
Allosaurus,Blue,46
Allosaurus,One-eye,36
Brachiosaurus,Longneck,28
Ankylosaurus,Blue,76
Brachiosaurus,Cera,32
Pterodactyl,Blue,6
Velociraptor,Blue,30
Tyrannosaurus,One-eye,17
Triceratops,Blue,87
Triceratops,Blue,63
Stegosaurus,Rex,7
Tyrannosaurus,Rex,3
Triceratops,Spike,40
Tyrannosaurus,Cera,4
Ankylosaurus,Tank,25
Diplodocus,Pterry,43
Brachiosaurus,Rex,3
Pterodactyl,Blue,16
Triceratops,Pterry,84
Pterodactyl,Spike,61
Spinosaurus,Tiny,15
Allosaurus,Rex,13
Tyrannosaurus,Spiny,54
Tyrannosaurus,Spike,88
Ankylosaurus,Longneck,80
Spinosaurus,Pterry,94
Diplodocus,Tank,40
Diplodocus,Cera,41
Brachiosaurus,Tank,51
Stegosaurus,One-eye,88
Ankylosaurus,Blue,50
Triceratops,Tiny,90
Allosaurus,Tiny,28
Allosaurus,Tank,9
Spinosaurus,Spiny,50
Diplodocus,Longneck,68
Stegosaurus,Longneck,7
Velociraptor,Cera,70
Allosaurus,Pterry,28
Velociraptor,Rex,46
Allosaurus,Longneck,11
Stegosaurus,Tiny,1
Pterodactyl,Spike,55
Allosaurus,Pterry,51
Spinosaurus,Rex,50
Pterodactyl,Longneck,14
Allosaurus,Blue,33
Stegosaurus,Longneck,19
Spinosaurus,Tiny,10
Allosaurus,Rex,49
Diplodocus,Pterry,95
Diplodocus,Spiny,6
Allosaurus,One-eye,85
Stegosaurus,Spike,74
Stegosaurus,Spike,30
Velociraptor,Longneck,78
Tyrannosaurus,Blue,92
Spinosaurus,Tank,31
Tyrannosaurus,One-eye,98
Ankylosaurus,Pterry,8
Triceratops,Spike,61
Allosaurus,Longneck,97
Allosaurus,Longneck,88
Ankylosaurus,Blue,14
Pterodactyl,One-eye,16
Brachiosaurus,Spike,5
Allosaurus,Tank,5
Triceratops,Blue,11
Triceratops,Cera,62
Velociraptor,Pterry,32
Stegosaurus,Blue,96
Velociraptor,One-eye,98
Triceratops,Tiny,59
Pterodactyl,Rex,91
Triceratops,Spike,3
Stegosaurus,Tank,12
Ankylosaurus,Rex,46
Tyrannosaurus,Pterry,39
Velociraptor,Cera,52
Triceratops,Spike,84
Velociraptor,One-eye,55
Tyrannosaurus,Longneck,73
Velociraptor,Tank,8
Stegosaurus,Pterry,9
Ankylosaurus,Cera,70
Diplodocus,Rex,13
Brachiosaurus,Longneck,21
Stegosaurus,Blue,25
Velociraptor,Cera,26
Allosaurus,Rex,74
Triceratops,Blue,33
Pterodactyl,Tank,85
Stegosaurus,Spiny,96
Brachiosaurus,Spike,83
Pterodactyl,One-eye,65
Diplodocus,One-eye,47
Brachiosaurus,Pterry,74
Allosaurus,Blue,41
Pterodactyl,Spike,30
Triceratops,Cera,40
Stegosaurus,Longneck,99
Allosaurus,Tank,68
Diplodocus,Longneck,83
Triceratops,One-eye,35
Velociraptor,Spiny,46
Diplodocus,Tank,8
Brachiosaurus,Cera,3
Stegosaurus,One-eye,99
Tyrannosaurus,Tank,35
Brachiosaurus,Longneck,57
Velociraptor,Spiny,28
Triceratops,Tiny,43
Ankylosaurus,Rex,19
Velociraptor,Spiny,9
Brachiosaurus,Tank,85
Allosaurus,Blue,69
Triceratops,Longneck,38
Pterodactyl,Rex,30
Pterodactyl,Rex,97
Diplodocus,Rex,63
Spinosaurus,Blue,51
Velociraptor,Longneck,63
Velociraptor,Cera,11
Tyrannosaurus,Cera,61
Triceratops,Tank,7
Brachiosaurus,One-eye,56
Stegosaurus,Cera,80
Diplodocus,Longneck,26
Diplodocus,Cera,44
Ankylosaurus,Spiny,71
Allosaurus,Spiny,22
Spinosaurus,Spiny,62
Spinosaurus,Spike,9
Ankylosaurus,Tiny,43
Ankylosaurus,Cera,4
Velociraptor,Cera,62
Velociraptor,One-eye,14
Triceratops,Tank,93
Tyrannosaurus,Tiny,14
Velociraptor,Cera,48
Allosaurus,Tank,50
Triceratops,Tiny,43
Stegosaurus,Tiny,81
Spinosaurus,Blue,79
Diplodocus,Spiny,61
Triceratops,Cera,4
Diplodocus,Tiny,78
Diplodocus,One-eye,13
Pterodactyl,Rex,12
Diplodocus,Spike,56
Ankylosaurus,Rex,98
Pterodactyl,Cera,81
Velociraptor,Cera,97
Triceratops,Tank,50
Spinosaurus,Pterry,47
Spinosaurus,One-eye,45
Brachiosaurus,Spiny,52
Stegosaurus,Spike,90
Ankylosaurus,Tiny,14
Velociraptor,Blue,52
Pterodactyl,Rex,91
Allosaurus,One-eye,87
Ankylosaurus,Pterry,80
Spinosaurus,One-eye,21
Triceratops,Blue,8
Stegosaurus,Spike,98
Tyrannosaurus,Spiny,41
Ankylosaurus,Cera,64
Allosaurus,Rex,9
Brachiosaurus,Tiny,7
Velociraptor,Blue,3
Pterodactyl,Spike,80
Allosaurus,Tank,48
Brachiosaurus,Spike,60
Ankylosaurus,Tank,41
Diplodocus,Pterry,7
Ankylosaurus,Spike,15
Velociraptor,Pterry,91
Velociraptor,Blue,92
Pterodactyl,Spike,35
Allosaurus,Pterry,94
Brachiosaurus,Spiny,38
Stegosaurus,Blue,67
Triceratops,Cera,47
Triceratops,Tiny,25
Pterodactyl,Blue,77
Pterodactyl,Longneck,32
Triceratops,Pterry,68
Tyrannosaurus,Spiny,5
Stegosaurus,Spiny,69
Diplodocus,Pterry,17
Allosaurus,Tiny,88
Allosaurus,Cera,36
Ankylosaurus,Rex,63
Pterodactyl,Cera,93
Velociraptor,Spike,12
Velociraptor,Blue,79
Spinosaurus,Pterry,99
Brachiosaurus,One-eye,44
Stegosaurus,Tank,23
Triceratops,Spike,77
Triceratops,Longneck,37
Triceratops,Rex,65
Diplodocus,Rex,99
Spinosaurus,Rex,85
Spinosaurus,Spike,98
Triceratops,One-eye,90
Triceratops,Spike,29
Velociraptor,Pterry,3
Allosaurus,Rex,89
Diplodocus,Longneck,66
Ankylosaurus,Blue,97
Allosaurus,One-eye,28
Diplodocus,Tank,2
Velociraptor,Blue,72
Allosaurus,Blue,92
Diplodocus,Tiny,3
Diplodocus,Spike,41
Tyrannosaurus,Tiny,31
Spinosaurus,Tank,90
Stegosaurus,Blue,36
Brachiosaurus,Tank,69
Stegosaurus,Rex,67
Allosaurus,Cera,43
Velociraptor,Pterry,69
Pterodactyl,Spiny,28
Pterodactyl,Cera,85
Velociraptor,Spike,9
Ankylosaurus,Tiny,57
Pterodactyl,Cera,23
Spinosaurus,Longneck,14
Stegosaurus,One-eye,15
Ankylosaurus,Spiny,98
Diplodocus,Spike,15
Tyrannosaurus,Longneck,12
Tyrannosaurus,Rex,65
Allosaurus,One-eye,21
Tyrannosaurus,One-eye,18
Diplodocus,Longneck,97
Tyrannosaurus,Spike,20
Allosaurus,Rex,16
Stegosaurus,Tiny,61
Stegosaurus,Longneck,98
Tyrannosaurus,Spiny,62
Triceratops,Tank,3
Velociraptor,One-eye,60
Ankylosaurus,Blue,98
Spinosaurus,Rex,24
Diplodocus,Cera,24
Stegosaurus,Tank,81
Brachiosaurus,Spiny,93
Tyrannosaurus,Tank,27
Diplodocus,Spike,48
Allosaurus,Blue,80
Triceratops,Cera,51
Tyrannosaurus,Rex,13
Spinosaurus,Spike,13
Spinosaurus,Pterry,67
Velociraptor,Rex,45
Allosaurus,Tank,16
Spinosaurus,Tiny,49
Tyrannosaurus,One-eye,6
Ankylosaurus,Spike,66
Stegosaurus,Pterry,53
Velociraptor,Pterry,78
Spinosaurus,One-eye,85
Brachiosaurus,Spike,63
Ankylosaurus,Longneck,45
Brachiosaurus,One-eye,31
Spinosaurus,Cera,42
Pterodactyl,Cera,23
Brachiosaurus,Tank,59
Spinosaurus,Pterry,10
Spinosaurus,Spike,21
Pterodactyl,Spike,11
Pterodactyl,Tiny,51
Triceratops,Longneck,95
Triceratops,One-eye,44
Triceratops,Pterry,71
Triceratops,One-eye,9
Velociraptor,Pterry,80
Diplodocus,Pterry,56
Stegosaurus,Longneck,69
Stegosaurus,Tank,75
Ankylosaurus,Tank,49
Triceratops,Longneck,6
Pterodactyl,Longneck,51
Velociraptor,Tiny,43
Brachiosaurus,Pterry,46
Velociraptor,Pterry,62
Diplodocus,Spiny,1
Velociraptor,Tank,90
Stegosaurus,Tank,50
Triceratops,Tank,82
Triceratops,One-eye,10
Spinosaurus,Spiny,15
Spinosaurus,Spiny,88
Ankylosaurus,Tank,93
Spinosaurus,Spike,43
Ankylosaurus,Rex,12
Brachiosaurus,Longneck,27
Velociraptor,Tank,90
Diplodocus,Pterry,20
Brachiosaurus,Blue,79
Allosaurus,Cera,68
Stegosaurus,Longneck,86
Tyrannosaurus,Cera,31
Pterodactyl,Tank,89
Ankylosaurus,Pterry,29
Pterodactyl,Cera,73
Ankylosaurus,One-eye,21
Triceratops,Blue,56
Pterodactyl,Cera,26
Spinosaurus,Rex,51
Diplodocus,Tank,44
Diplodocus,Spike,38
Pterodactyl,Blue,29
Tyrannosaurus,Blue,47
Ankylosaurus,Blue,85
Stegosaurus,Blue,78
Allosaurus,Longneck,18
Stegosaurus,Spiny,87
Diplodocus,One-eye,66
Ankylosaurus,Longneck,56
Allosaurus,Rex,86
Diplodocus,Rex,27
Brachiosaurus,Rex,23
Allosaurus,Pterry,7
Spinosaurus,Longneck,7
Triceratops,Longneck,80
Diplodocus,One-eye,10
Velociraptor,One-eye,59
Allosaurus,Cera,93
Spinosaurus,Rex,20
Tyrannosaurus,Pterry,23
Triceratops,Rex,93
Velociraptor,Spike,35
Allosaurus,Spike,7
Stegosaurus,Spiny,91
Ankylosaurus,Tank,64
Triceratops,Tiny,25
Spinosaurus,Tank,6
Pterodactyl,Cera,25
Stegosaurus,Tank,44
Pterodactyl,Cera,40
Ankylosaurus,Cera,27
Spinosaurus,Longneck,71
Pterodactyl,Blue,28
Velociraptor,Spiny,15
Tyrannosaurus,Cera,63
Stegosaurus,Longneck,54
Triceratops,Pterry,85
Spinosaurus,Tank,87
Ankylosaurus,Pterry,38
Brachiosaurus,Cera,96
Allosaurus,Pterry,1
Ankylosaurus,Spiny,14
Triceratops,Blue,81
Spinosaurus,Spike,52
Brachiosaurus,Blue,69
Allosaurus,Blue,76
Stegosaurus,Blue,77
Brachiosaurus,Spiny,94
Allosaurus,Spiny,3
Pterodactyl,Spiny,87
Spinosaurus,Longneck,69
Stegosaurus,Cera,24
Spinosaurus,Pterry,43
Pterodactyl,Blue,22
Spinosaurus,One-eye,98
Diplodocus,Spike,9
Stegosaurus,Cera,29
Spinosaurus,Blue,10
Stegosaurus,Cera,42
Allosaurus,Longneck,70
Allosaurus,Rex,98
Brachiosaurus,Tiny,67
Diplodocus,Longneck,61
Ankylosaurus,Tiny,11
Tyrannosaurus,Spike,40
Diplodocus,Rex,56
Spinosaurus,Blue,10
Velociraptor,Pterry,37
Spinosaurus,Spiny,20
Brachiosaurus,Tank,31
Pterodactyl,Spike,7
Brachiosaurus,Rex,96
Diplodocus,Spiny,91
Diplodocus,Spiny,43
Spinosaurus,Cera,64
Stegosaurus,Tiny,65
Velociraptor,Tiny,55
Spinosaurus,Spike,82
Pterodactyl,Tank,87
Triceratops,Rex,65
Tyrannosaurus,Rex,80
Diplodocus,Cera,83
Velociraptor,Blue,1
Diplodocus,Tank,21
Velociraptor,Longneck,86
Tyrannosaurus,Cera,25
Allosaurus,Longneck,33
Brachiosaurus,Tiny,18
Pterodactyl,Blue,39
Velociraptor,Cera,42
Velociraptor,Cera,82
Diplodocus,Rex,81
Ankylosaurus,Spiny,54
Spinosaurus,Rex,98
Spinosaurus,Pterry,29
Tyrannosaurus,Longneck,51
Stegosaurus,Rex,46
Spinosaurus,Longneck,65
Pterodactyl,Tiny,58
Brachiosaurus,Tank,62
Tyrannosaurus,Tank,54
Pterodactyl,Pterry,72
Triceratops,Tank,37
Pterodactyl,Cera,22
Tyrannosaurus,Longneck,95
Spinosaurus,Rex,83
Stegosaurus,One-eye,74
Diplodocus,Blue,49
Ankylosaurus,Rex,21
Pterodactyl,Tiny,80
Velociraptor,Tank,11
Stegosaurus,Blue,4
Tyrannosaurus,Spike,95
Spinosaurus,Tank,90
Pterodactyl,Tank,75
Stegosaurus,Tank,71
Triceratops,Tank,9
Pterodactyl,Longneck,86
Ankylosaurus,Longneck,43
Tyrannosaurus,Longneck,14
Triceratops,One-eye,20
Diplodocus,Blue,24
Spinosaurus,Pterry,39
Ankylosaurus,Spiny,91
Brachiosaurus,Longneck,22
Diplodocus,Longneck,48
Allosaurus,Longneck,81
Tyrannosaurus,Blue,86
Velociraptor,One-eye,16
Diplodocus,Tiny,8
Ankylosaurus,Cera,41
Spinosaurus,Pterry,24
Pterodactyl,One-eye,77
Velociraptor,Tiny,71
Pterodactyl,Cera,81
Spinosaurus,One-eye,56
Brachiosaurus,One-eye,62
Brachiosaurus,Spike,9
Velociraptor,Tiny,68
Spinosaurus,Tiny,12
Allosaurus,Spiny,92
Velociraptor,Rex,69
Ankylosaurus,Tank,89
Velociraptor,Longneck,30
Diplodocus,Tiny,9
Tyrannosaurus,Rex,88
Velociraptor,Rex,59
Triceratops,Tiny,22
Spinosaurus,Longneck,88
Diplodocus,Pterry,64
Allosaurus,Spike,71
Triceratops,Blue,73
Triceratops,Tiny,65
Brachiosaurus,Pterry,12
Diplodocus,Tank,19
Tyrannosaurus,Cera,57
Allosaurus,Tiny,83
Spinosaurus,Spiny,5
Ankylosaurus,One-eye,34
Tyrannosaurus,Cera,93
Diplodocus,Longneck,11
Spinosaurus,Spike,23
Velociraptor,Cera,24
Velociraptor,Longneck,92
Tyrannosaurus,Rex,50
Triceratops,One-eye,89
Velociraptor,Cera,70
Stegosaurus,Longneck,13
Stegosaurus,Spiny,9
Diplodocus,Blue,83
Velociraptor,Spike,56
Stegosaurus,Cera,32
Triceratops,Spiny,85
Tyrannosaurus,Tank,58
Triceratops,Tank,88
Diplodocus,Blue,94
Spinosaurus,Spike,59
Spinosaurus,Blue,45
Diplodocus,Longneck,18
Tyrannosaurus,One-eye,30
Brachiosaurus,Cera,14
Pterodactyl,Tiny,94
Brachiosaurus,Cera,19
Pterodactyl,Tiny,48
Diplodocus,Spike,16
Ankylosaurus,Spike,57
Pterodactyl,Longneck,1
Ankylosaurus,Spiny,38
Pterodactyl,Rex,10
Allosaurus,Rex,19
Spinosaurus,Pterry,39
Triceratops,Blue,99
Diplodocus,One-eye,64
Velociraptor,Longneck,9
Spinosaurus,Spiny,17
Tyrannosaurus,Spiny,58
Allosaurus,Tank,72
Allosaurus,Pterry,38
Diplodocus,Longneck,38
Allosaurus,Pterry,9
Stegosaurus,Tank,41
Stegosaurus,Rex,53
Velociraptor,Spiny,26
Triceratops,Tank,56
Diplodocus,Tiny,63
Pterodactyl,Tiny,18
Spinosaurus,Longneck,92
Tyrannosaurus,Cera,68
Ankylosaurus,Spiny,90
Tyrannosaurus,Tiny,30
Triceratops,Spike,76
Triceratops,One-eye,23
Velociraptor,Pterry,2
Brachiosaurus,One-eye,42
Triceratops,One-eye,12
Velociraptor,Spike,25
Spinosaurus,Tank,32
Spinosaurus,One-eye,74
Tyrannosaurus,Cera,33
Triceratops,One-eye,58
Velociraptor,Blue,55
Triceratops,One-eye,93
Ankylosaurus,Tiny,68
Brachiosaurus,Tank,73
Ankylosaurus,Cera,8
Allosaurus,One-eye,34
Velociraptor,Spiny,12
Pterodactyl,Pterry,23
Velociraptor,Cera,27
Spinosaurus,Longneck,84
Diplodocus,One-eye,32
Brachiosaurus,Spiny,32
Spinosaurus,Rex,99
Brachiosaurus,Tiny,16
Velociraptor,Tank,62
Pterodactyl,Blue,1
Allosaurus,Rex,49
Spinosaurus,Longneck,38
Diplodocus,Longneck,15
Tyrannosaurus,Tank,66
Ankylosaurus,Pterry,52
Pterodactyl,Blue,66
Spinosaurus,Longneck,32
Diplodocus,Pterry,5
Pterodactyl,Cera,30
Brachiosaurus,Pterry,40
Ankylosaurus,Tank,47
Spinosaurus,Tiny,72
Pterodactyl,Spike,99
Ankylosaurus,Blue,27
Spinosaurus,Spiny,40
Pterodactyl,Blue,60
Brachiosaurus,Blue,64
Allosaurus,Tiny,38
Velociraptor,Spike,84
Allosaurus,Tiny,90
Tyrannosaurus,Spike,62
Ankylosaurus,Tank,7
Tyrannosaurus,Pterry,99
Triceratops,Pterry,69
Allosaurus,Tiny,36
Diplodocus,Rex,99
Velociraptor,One-eye,51
Tyrannosaurus,Pterry,12
Spinosaurus,Cera,5
Pterodactyl,Tiny,95
Allosaurus,Spiny,91
Tyrannosaurus,Tank,11
Triceratops,Spike,39
Tyrannosaurus,One-eye,94
Triceratops,Longneck,53
Velociraptor,Longneck,42
Pterodactyl,Cera,54
Pterodactyl,Cera,82
Diplodocus,Tiny,11
Diplodocus,One-eye,90
Ankylosaurus,Longneck,10
Velociraptor,One-eye,34
Stegosaurus,Cera,31
Tyrannosaurus,Spiny,33
Spinosaurus,Tiny,41
Pterodactyl,Rex,3
Triceratops,One-eye,80
Triceratops,Tank,24
Triceratops,One-eye,82
Brachiosaurus,Cera,55
Ankylosaurus,Cera,62
Brachiosaurus,One-eye,92
Diplodocus,Pterry,97
Triceratops,Pterry,76
Pterodactyl,Tank,13
Tyrannosaurus,Cera,83
Stegosaurus,One-eye,9
Triceratops,Spiny,85
Triceratops,Blue,54
Allosaurus,One-eye,35
Allosaurus,Spiny,47
Ankylosaurus,Longneck,74
Stegosaurus,Pterry,41
Spinosaurus,Tiny,11
Allosaurus,Rex,33
Spinosaurus,Pterry,20
Stegosaurus,Rex,82
Brachiosaurus,One-eye,10
Stegosaurus,Pterry,6
Velociraptor,Cera,18
Pterodactyl,Cera,11
Diplodocus,Longneck,68
Velociraptor,Cera,5
Triceratops,Longneck,97
Allosaurus,One-eye,90
Spinosaurus,Spike,83
Diplodocus,Pterry,62
Diplodocus,Tiny,1
Velociraptor,Tank,14
Stegosaurus,Spiny,14
Stegosaurus,Rex,19
Tyrannosaurus,Rex,96
Ankylosaurus,Tank,82
Brachiosaurus,Longneck,1
Tyrannosaurus,Pterry,62
Allosaurus,Tank,47
Ankylosaurus,Rex,29
Spinosaurus,Cera,98
Stegosaurus,Spike,29
Brachiosaurus,Cera,54
Stegosaurus,Tiny,25
Triceratops,Longneck,63
Tyrannosaurus,Blue,32
Diplodocus,Tank,19
Allosaurus,Blue,54
Brachiosaurus,One-eye,53
Pterodactyl,Cera,3
Ankylosaurus,One-eye,92
Velociraptor,Tiny,48
Ankylosaurus,Spike,4
Spinosaurus,Spike,17
Spinosaurus,Cera,1
Tyrannosaurus,Tank,59
Stegosaurus,Spike,80
Brachiosaurus,Pterry,70
Spinosaurus,One-eye,54
Stegosaurus,One-eye,48
Stegosaurus,Tiny,72
Ankylosaurus,Longneck,44
Allosaurus,Spiny,23
Triceratops,Spiny,8
Pterodactyl,Spiny,77
Triceratops,Cera,31
Stegosaurus,Pterry,79
Brachiosaurus,Tank,22
Tyrannosaurus,Spiny,49
Brachiosaurus,Tank,63
Pterodactyl,Tank,45
Stegosaurus,Tank,43
Stegosaurus,Cera,79
Velociraptor,Spiny,44
Tyrannosaurus,Pterry,72
Velociraptor,Tiny,4
Tyrannosaurus,Tank,87
Triceratops,Pterry,11
Stegosaurus,Rex,32
Ankylosaurus,Rex,6
Velociraptor,Pterry,65
Pterodactyl,Cera,51
Stegosaurus,Longneck,21
Spinosaurus,Tiny,74
Pterodactyl,Rex,40
Tyrannosaurus,Longneck,41
Pterodactyl,Rex,39
Stegosaurus,One-eye,39
Triceratops,Pterry,58
Allosaurus,Cera,80
Triceratops,Longneck,77
Velociraptor,Pterry,13
Allosaurus,Tank,28
Tyrannosaurus,Tank,91
Tyrannosaurus,Cera,34
Velociraptor,Blue,71
Stegosaurus,One-eye,47
Brachiosaurus,Rex,53
Diplodocus,Pterry,24
Allosaurus,Tank,66
Pterodactyl,Spike,4
Velociraptor,Tank,66
Ankylosaurus,Spiny,81
Spinosaurus,Longneck,23
Velociraptor,Rex,94
Triceratops,Tiny,57
Brachiosaurus,Pterry,44
Allosaurus,Tank,80
Allosaurus,One-eye,97
Triceratops,Spike,84
Allosaurus,Tiny,9
Velociraptor,Longneck,29
Tyrannosaurus,Cera,8
Brachiosaurus,Longneck,9
Allosaurus,One-eye,44
Triceratops,Blue,16
Diplodocus,Spiny,53
Allosaurus,Spiny,91
Velociraptor,Spiny,30
Allosaurus,Blue,31
Diplodocus,Cera,22
Ankylosaurus,Cera,81
Pterodactyl,Spiny,75
Diplodocus,Spike,12
Diplodocus,Tank,78
Brachiosaurus,One-eye,43
Velociraptor,Spike,49
Brachiosaurus,Tank,1
Triceratops,Rex,10
Spinosaurus,Blue,76
Ankylosaurus,Rex,10
Spinosaurus,Pterry,1
Allosaurus,Longneck,60
Stegosaurus,Tiny,63
Pterodactyl,Spiny,53
Spinosaurus,Tank,44
Diplodocus,Rex,47
Allosaurus,Tank,29
Spinosaurus,Rex,2
Stegosaurus,Rex,60
Tyrannosaurus,One-eye,45
Triceratops,Tiny,87
Tyrannosaurus,Rex,7
Pterodactyl,Blue,18
Tyrannosaurus,Spiny,73
Brachiosaurus,Spiny,94
Stegosaurus,Spiny,15
Spinosaurus,Tiny,37
Diplodocus,One-eye,65
Pterodactyl,Spiny,54
Diplodocus,Tank,31
Triceratops,Spiny,75
Spinosaurus,Blue,52
Allosaurus,Tank,52
Diplodocus,Pterry,51
Pterodactyl,Cera,16
Triceratops,Rex,43
Ankylosaurus,Spiny,13
Tyrannosaurus,Tiny,87
Tyrannosaurus,Blue,58
Stegosaurus,Tiny,56
Spinosaurus,Spiny,79
Stegosaurus,Pterry,66
Stegosaurus,Pterry,39
Pterodactyl,Spike,74
Stegosaurus,Cera,2
Stegosaurus,Pterry,7
Tyrannosaurus,Blue,55
Pterodactyl,Spike,77
Diplodocus,Tiny,46
Triceratops,One-eye,11
Pterodactyl,Spiny,92
Allosaurus,Spike,53
Spinosaurus,Pterry,7
Allosaurus,Spike,29
Ankylosaurus,Spike,47
Diplodocus,Tank,52
Pterodactyl,Rex,19
Stegosaurus,Spiny,86
Spinosaurus,Tank,31
Pterodactyl,One-eye,1
Ankylosaurus,One-eye,14
Pterodactyl,Pterry,95
Velociraptor,Tiny,44
Triceratops,Spiny,82
Spinosaurus,Spike,51
Velociraptor,Cera,23
Tyrannosaurus,Spike,71
Velociraptor,Longneck,55
Triceratops,One-eye,73
Tyrannosaurus,Tank,32
Brachiosaurus,Blue,13
Triceratops,Pterry,90
Triceratops,Rex,92
Tyrannosaurus,Spiny,72
Pterodactyl,Blue,15
Tyrannosaurus,Rex,11
Brachiosaurus,Tank,96
Velociraptor,Tiny,95
